 holy fuck	OFF
 Right now the Supreme Court is divided 4 liberals 4 conservatives which means important rulings are coming up and they need Kavanaugh vote ..and it’s trumps ticket to freedom and it’s the GOP ticket to further their agenda	NOT
" Agree! She is THE rock star for the ages. Proof? I'm old and love Pink. Her So What"" video is hilarious and brimming with strong woman attitude. And, she can actually sing as opposed to most of the wannabes out there now. THE BEST!"""	NOT
" Being the good Christian that he is, he asked God to spare his properties. Virginia beach was only slightly impacted. You know the 700 club prayer, God spare me and mine, to hell with everybody else""."""	OFF
 Yeah...🤨 #FakeNews #MAGA #Trump #WalkAway URL	NOT
#omg #bobbybrown sister #leolahbrown is not having it with #bet #Bobby roe story she is calling out his ex-wife for fabrication and #lies #celebnmusic247 #celebritynews #breakingnews #news #thebobbybrownstory URL URL	NOT
#QAnon  #MAGA  Q Drop 2236  URL URL	NOT
 Disco pose with “white dude overbite” look. Classic 70s dance move.	OFF
"...like a great drum in a mother's chest, the anthem of a peaceful army."" I'm guessing Anthem is the song Josh wrote for his mother. He's said in interviews that she is where his philosophy comes from."""	NOT
    She is going to support Trump.  Raise to replace.  It’s coming anyway. She is angry because her oral tapdance substantive betrayal shtick no longer is working ...	NOT
  I'm assuming he will be able to pay 92k in fees out of a 255k salary next year?  I think that woul be a negative unless the Koch bros pay it for him.  He is bought and sold by them.	NOT
 Happy Birthday Mrs Aggers - hope you are having a great day URL	NOT
 He is vile.	NOT
 Varda is my fav valar. She is badass I bet melkor agrees with me also xd	NOT
#TuesdayThoughts   Why do Democrats and liberals feel so compelled to stop a conservative judge like Kavanah to the Supreme Court?  Democrats favor upholding any and every immoral law in this country.   Who would prefer evil instead of doing what is good?	NOT
 Holy shit which sears?	OFF
  Liberals will melt 😂 😂 😂	OFF
 But... you are gamestop	NOT
   Please stop calling the losers “Elite”	OFF
 this isn't me disagreeing this is me basically saying that i hope you're right but if you are i will spontaneously combust	NOT
" You know what will make this professor even woker""? If he's a gun control nut...."""	OFF
                  #LivedExperiencedIsEvidence of course. Not sure you are implying I am dismissing such? And that of my own?	NOT
   Listen here lady my tweet was about the fact that I’m sick of hearing about trump every time I listen to news.  Idk where the fuck you get off trying to spin it in to some sort of racial situation!  YOU are part of the problem. Stop turning shit in to something it’s not.	OFF
 Right on Shaft. He is SHAFTICUS !	NOT
  hey Taravat are you interested to meet with an immigration lawyer please let me know he will help you out to get your citizenship to get your canadien citizenshop he is one of the best of the best lawyer ever....	NOT
    ☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are. URL	OFF
1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard. Betrayed and divorced 2 women. #r4today	OFF
 Hate to break it to Mr Billionaire NFL owner but he’s wrong. The optics of this protest are terrible for the NFL and jeopardizes their long-term viability.	NOT
  I wish they’d keep in up through the elections. Especially Antifa.	NOT
A videographer who reported on the violence of Antifa was found dead due to a tragic car accident. Police now believe his death was no accident at all.  Welcome to the tolerant left.  URL	OFF
 I know what that storm is gonna do...but those photos are just the shit bro.	OFF
 But she is hecking cute fluffer	NOT
  He needs more “gun control!” 😂	NOT
    So why are we focused on getting illegal immigrants out of the country more than we are worried about fixing the loopholes in gun control?	NOT
                                                  Look at the pot calling the kettle black. Liberals have been pulling all sorts of stunts trying  to get rid of your/my/our President ever since Hillary hilariously lost the election.	OFF
  He will lose his entire career?? You people are despicable. I know you do not believe in god but hell will be filled with liberals like you and Dianne	OFF
 The one thing mr Morrison has achieved is to demonstrate how unsuitable he is to the role.	NOT
#workjams  because she is #everything #buyit URL	NOT
  He is treason. He went to Iran for what?  To beg Iran to give them(the treasons) more time to get the power back so they can keep giving tax payers $$ to Iran the terrorists leader.	OFF
 Hopefully this kind of outrageous behavior will motivate Senator Collins to vote FOR the appointment of Judge Kavanaugh.  Disgraceful libtards.	NOT
 Yeah . Niggas who dey wear durag nor dey joke. Hard as fuck	OFF
 Can I take you to lunch when you are in Germany?! #beauty	NOT
  Wow! Why are liberals heads EXPLODING over the TRUTH finally coming out! BEST NEWS EVER! Americans FINALLY GET TO FIND OUT THE TRUTH! The  and  under  was the MOST CORRUPT EVER! #MAGA	OFF
  Can publishers do that?	NOT
 Brian so sorry for your loss But she is probably with Grandpa looking down on all of you with a huge smile So sorry but God wanted her to	NOT
 And I’ll argue all fucking day long because IM  💯  % RIGHT!!!!	OFF
  He is here. Every one on council is here.	NOT
 You are one of the best teachers I know my friend!	NOT
" ATTENTION.  is publicizing an ANTIFA TARGET list of Trump supporters. Some names are high profile and many are random Trump supporters. PLEASE report him to Twitter! They have NOT suspended his account. Chick the list for YOUR name under Lists""."""	NOT
 Yeah because godless liberals hate truth an facts	NOT
  FASCISTS OF THE FUTURE WILL CALL THEMSELVES ANTI FASCIST.  ANTIFA COMES TO MIND.	OFF
    Take the gun violence in the cities that already have strict gun control and it's extremely low.  Gun crime has decreased at the same time gun ownership has increased.	OFF
  thank god for the PPC party eh true conservatives who believe in getting out of the Paris accord and dropping supply and demand on Dairy	NOT
    Music?	NOT
 She is the absolute worst! #elizabethholmes #theranos #60minutes So happy  #CMS SHUT this fraud down!	NOT
  Just please dont let Cruz get away with the he is a tax and spend liberal racist dog whistle crap fire back with facts and call him out on bs	OFF
 We dont need gun control. We need White Male control....	OFF
 Boycott	NOT
  No longer believe a single word that the despicable woman ( utters - A liability to our nation and 	NOT
 And Donald Trump will never be President	NOT
 You are not pretty 😘	NOT
     That was in the mid-80s for God’s sake. I suppose next you’ll be blaming Gordon Brown’s gross errors on Churchill’s taking us back onto the Gold Standadd.	NOT
 You are most definitely not a man of God.	NOT
 He really needs to go. Talks out of both sides of his mouth. Kiss ass !	OFF
 I think she is my favorite. God I need to get back to that game! But Dragon Quest 11 has me right now 😂	NOT
"2/2 More from Mark Judge,Kavanaugh's bro:liberals are trying to take our fun away... Brent Musburger can’t call a hot girl hot... Obama wants to outlaw guns because it’s all about the children.The children,the children...No one can belch because of the f*cking children"" URL"	NOT
 Doesn’t “myth” mean something that isn’t true? 🤔... hmmmm .. hollyweird liberals should stick to make believe world.. #dummies 👇 URL	OFF
 #MAGA their podcastful is about blockchainful. but it'sful about what it meansful to bewise working mothersful who are trying to makewise...	OFF
  Yep he is...Somebody is going down.. may finally be exposed.	NOT
 6 for his last 30 with 12 K's and he is catcher that CAN'T CATCH!	NOT
 Blatantly Lie Much	NOT
 Seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but I'll take your word for it	OFF
     Be very careful because you are in danger of pushing maps back into the closet.	NOT
🚂 #MAGA #Patriot #Qanon #WalkAway #WWG1WGA #GodsArmy #TheGreatAwakening #JESUSLIVES 🇺🇸   #CatchTheRedWave #VoteRed PLEASE SIGN TO REMOVE CONSERVATORSHIP THAT OBAMA PUT ON FANNIE MAE &amp; FREDDIE URL	NOT
 She is perfect in every way!!!	NOT
  YOOOOO I didn't know you had a son. That's awesome. Look how focused he is. 😃	NOT
" Ok - you hear about the superman"" thing all the time. And you are certainly busy, but, this could be an EXCELLENT opportunity to step in, in the movies for him as Cavill is steping down!:  URL"	NOT
...Congratulations. You are truly the greatest speedster the world has ever known.	NOT
  And not all idiots grandstands like he did	OFF
 bitch call me.	OFF
 I second this they’re fucking nuts	OFF
 It was litterally the best i could ever ask for you are SO sweet and funny and cute and gorgeous and omygod my heart is full	NOT
  because the average American has $500 lying around to buy a new Glock. more likely Mr. Antifa will be using his unemployment check to purchase some dental work or a casket.	OFF
 I like to see them try. Antifa is listed as domestic terrorism. They should be glad they don't live in the Czech republic.	NOT
 Count me out if that’s the way she behaves to represent women	NOT
  Easy big fella!!  You would do the baseball if it was the bravos!!! Lol	NOT
 Wait why did they need a warrant? Is he currently under investigation? Pretty sure he is currently not alive.	NOT
 He should be given 5000 volts!	OFF
" This is ANTIFA!!!"" &lt;kicks man into pit&gt;"""	NOT
                                         It really pisses them off 🤗	NOT
 BREAKING: 9th Circuit Order  To Delete Above Tweet As It Makes Trump Look Like He Knows What He Is Doing	NOT
 Peach is naturally human. Toadette just created a drug to become human.  That and Nintendo wanted Peach playable and needed an excuse since in NSMBU she is kidnapped.	NOT
80% of women use silence to express pain You know she is truly hurt when she chooses to ignore you	NOT
  Free milk is a health issue not an education one. It’s nothing to do with the education budget.	NOT
                                                 Do you know what ANTIFA stands for?	NOT
 &amp; this statement by Jewish Antifa Berlin is so on point &lt;3 URL	NOT
 John kerry is a loser and a traitor to our country. He doesnt understand that we voted his party out bec we hated the iran deal. He is now working for iran against our gov. At worst he is acting as an agent for a foreign government &amp; if he isn’t registered should be investigated	OFF
   How dare you for questioning my service in a little thing called the Vietnam War? France surrendered Vietnam to Snowflake Supremo Ho Chi Minh. Liberals JFK and LBJ went in but refused to fight to win. We should go back to Vietnam to finish the fight. Restore the draft?	NOT
 And sadly Anna decent fair minded One Nation Conservatives like you seem to be an endangered species in your Party. How can Tory grass roots support a man with Boris Johnson’s record on morality and standards? Or a caricature like Mogg?	NOT
#Maryland remember to vote #RedNovember 6th.  We need to put conservatives in House and Senate to #KAG and end gov't corruption in Washington.  We want to keep economy booming and keep our jobs. URL	NOT
 If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE	OFF
 Almost forgot you was a nigga in ya past life lmao	OFF
    You are a Liberal who doesn't even live in FL.	OFF
  Yes he is.	NOT
" Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control"". URL"	OFF
  I’ll toast to me #Hillary URL	NOT
"  It used to mean the permanent powers that be"", the ""oligarchy"" powers.  Now, for ""conservatives"" it's become like ""antifa"", it's an amorphous, faceless, everchanging cast of characters used to throw shade at anyone who ""opposes"" Trump. Jerome Corsi sold this lie best, recently."""	NOT
3) This is why our politicians must act on strict gun control and robust support for mental health care. Any solution based on fear or greed is simply a fallacy.  Thanks    for taking these matters seriously.	NOT
#MAGA   Sing like no one is listening  Love like you've never been hurt  Vote GOP when no one is watching  And don't listen to Liberals' dirt	NOT
  The petty semantics regarding ANTIFA. You Are better then that.	NOT
  Her life is crappy because she is crappy. And she’s threatening to kill everyone. Another nut job...Listen up FBI!	OFF
1) Trump NEVER received any contributions from over seas. 2) Obama received over a million but you said NOTHING. #Fact You should delete your Twitter propaganda. Then get help for Trump Derangement Syndrome. You are the swamp. #hardball #tucker URL	NOT
  That so many “thoughtful conservatives” who rushed to Kavanaugh’s defense didn’t consider  their own statements re: black teenagers tells you everything about how “thoughtful” they truly are.	NOT
#WednesdayWisdom Obama appointed liberal Judges tired of looking stupid smacks California law down on gun control #2A  URL	OFF
  Oh I do dream big. I always do. #MAGA And name calling is pretty lame. 🙄 #tcot #p2 URL	NOT
 Congratulaions. . . who were terrific. . . dont let some fucked up umpire ruin things for you. . . he'd be happy he did.	OFF
  Please call the vote.   We #conservatives also vote in November.	NOT
 Wonder if this will be left biased.. never trust a state broadcaster or brainwash kids from the Liberals	NOT
  The dems have done this since they were the KKK. Except back then they accused black men of raping white women then lynched them. Same play from the old playbook. Everyone of these liberals crying outrage are fake if they aren't pressuring Ellison to resign.	OFF
 I am happy to say I reported each video 20 times. I'm so glad they were taken down. You are an amazing YouTuber and to have your content stolen is such a large insult to you as a content creator its mind blowing. It was an honor to help such an amazing person!	NOT
      2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!	OFF
 One added me to a “liberals I’d like to slaughter” last month. That was fun	OFF
 What do you do when you are bored? #AskAlly	NOT
 Holder is guilty of multiple offenses...	NOT
 Fuck it. Just do it Haha	OFF
 what is this? We don’t want your $2 tacos we want fucking gun control. Are you seriously trying to capitalize off this tragedy? URL	OFF
   You want to rephrase that? I think you are talking about the U6 number?	NOT
 Can you answer one question ? If you find out she is lying and that it was a set up will you still defend your party	NOT
#TuesdayThoughts  Seems like Twatter has released the Kraken on Conservatives posting today. WONDER WHY? URL	NOT
  He lived in a country with no gun control. Sad but true 🙁	NOT
 I got this	OFF
  So you think you are going to politically assassinate Kavanaugh and hurt his family so deeply that he will not become a justice of United States. We conservatives win! I understand you're frightened.	NOT
 Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things.	OFF
 Ya take advantage of the monuments standing stately around our nation because if the liberals continue they will be no more	NOT
 We have the real facts......you suck pussy grabber MOTHER Fucker	OFF
" Russia agent (Fake-Republican) Devin Nunez says liberals, antifa are causing all of these riots"" because ""we are whinning"""""	NOT
 Very simple....More gun control ads equals more guns sold. The gun illiterates aren’t smart enough to figure this out	OFF
 If you cant give me stitches when I get cut then you are NOT a doctor. I dont give 2 shits how long you went to school. The End!	NOT
 Im not apart of Antifa foxy. I agree with you they are terrorsits	OFF
 it's different when they are trying to argue with you why you are wrong for believing in a different god. i'm all for respecting their religion but i deserve respect back	NOT
 I don't know if I feel sorry for you or should I block you because you keep going over the same thing. You have no read a thing or you are a remainer. Still don't mater I've answered all your questions &amp; you have done nothing	NOT
 Discussing!	NOT
  Liberals don’t care who they destroy and leave in their wake! URL	NOT
 Shit jamming Ju	NOT
  He is a failure in every way possible.	OFF
  Antifa aren't fascist   They're terrorist	OFF
 You’re from my state. What is your view on gun control?	NOT
  I turn the tv off when Juan speaks. He is a real sicko.	OFF
 Also Puerto Rico is a island add in the middle of the Atlantic and people have nowhere to go. If a big enough hurricane comes through there everyone could die.	NOT
 Go away	OFF
  Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO?  #MAGA  #KAG2020  #DrainTheDeepState  #WalkAwayDemocrats2018  #LiberalismIsAMentalDisease	OFF
 no prob!!! She is really well made!	NOT
 All I see is this when I see this guy URL	NOT
 Have a bacon double cheeseburger ...or ten	NOT
  Are u living in Gaza? Cos I don't think you are	NOT
 How Funny...#WNBA Championship Winners Won't Visit  Stupidity Of Liberals Is So Amazing...And That Face With The Plastic Stupidity Proves It...Oh...Right...She Might Harm Her Little Face...Whats Next...Complete Body Armor...	OFF
   You are a member of 40 years aren’t you? Surely that means he abused you? I mean I know you don’t understand idioms but this is next level ignorance	OFF
Absolutely all fucking done.  Bye Felicia URL	OFF
 I’m praying he is caught in every illegal activity that he’s involved in! He has a very explosive anger issue! He’s like a child that throws a dangerous tantrum when someone doesn’t agree with him. I wonder how he treats women?	NOT
  No. He is actually bald	NOT
   I watch Obama for as long as I can stomach him just for the laughs LOL he approves himself to be Even more of a narcissist every day! He is so full of himself a.k.a. full of shit! #HangHim	OFF
 Would you rather name your next kid - if it's a boy - Dominique or Matthew?	NOT
 Holder is a real quality guy. Wouldn’t know the truth if it hit him in the face	OFF
 Clinton’s will get u	NOT
16 year old stabbed in Dagenham this evening and the liberals are worried about data protection.  #c4news	NOT
                     Followed	NOT
 I'm astounded that conservatives hold her up as some kind of intellectual.  What a failure.	NOT
(Rs) Marsha Blackburn and Martha McSally are going to be just fine in their Senate races in Arizona and Tennessee.   DON’T BELIEVE THE #FakeNews SUPRESSION POLLS!   #MAGA #Trump #RedWave #Midterms	NOT
 Reading this thread it sure seems like your followers aren't for gun control after all Jimmy 😂😂😂😂	OFF
Thanks God! #maga URL	NOT
 Hell no!!!	NOT
 He *is* the DBA.  I had a quiet word with him afterwards about v$datafile	NOT
 Weird how Antifa thugs attacking regular people (aka the far right) never gets reported. No wonder Sky News’s ratings have plummeted by 37% since 2012.	NOT
 Come on Texans! This man can not replace   EVER! #MAGA2018	OFF
   Why? Because you are too busy spreading hate with your TDS? I’m sure you feel fine ridiculing children of conservatives. You represent everything that is wrong in the education (brainwashing) system.	OFF
 B.S. How much fake data has big pharma fed you. You are penalizing adults who vaping has helped. You have a far bigger problem with teen alcohol sales and flavored wine coolers. Try reading a legit study.  URL	NOT
  Assuming that he made the statement: Antifa is not an organization with a spokesperson. It is a diverse group. Bray cannot justly claim that he represents Antics.  I ask again: Who is Antifa in your opinion? How are they organized? Do they reckognize Bray as their spokesperson?	NOT
 be yourself they love u for who you are x	NOT
" this pesky"" first amendment only applies to the radical left when it's there opinion. Otherwise they become very violent when others attempt to speak. Look to the campus's and ANTIFA for proof."""	NOT
 They're referred to as #Antifa.	NOT
 He think it’s a coop. And he is trapped inside. But seriously I don’t know why no one has considered that anonymous could be a family member. My money is on Jared. He has nothing to lose and everything to gain. To position himself after this fiasco.	NOT
" So she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a A WOMAN"" who just was simply better than her today. Every woman in that room who applauded to that nonsense I feel sad for you."""	OFF
    Oh and how can I forget? He created the greatest American economy in decades. One where no matter who you are or what color your skin is you have a better chance of having a job instead of a government handout.	NOT
   Damn right.  URL URL	NOT
  Who really listens to those post menapausal angry yentas except hardcore liberals and femanazis?	OFF
 *he screams and releases 20 gallons of cum with enough pressure to make at least 2 gallons squirt from his big brother's mouth*	NOT
   Exactly! She was sorry till she found people to cosign her bullshit. Idiots. The pair of them.	OFF
  Guess he is good enough at math to turn 1 million dollars that his father loaned him into a multibillion dollar empire...	NOT
That's not am Buller point on the list of voters needs. #wiunion #wipolitics #wiright #MAGA #NRA  #democRATs #demonicRATs #PervertsINC URL	NOT
  I seriously believe he is evil..	OFF
 He makes a good point. Too bad that is a career death sentence these days.	OFF
 Spot on again Speedy. Always the victim when things aren’t going her way. Far cry from the Graf’s of the sport even though her stats will suggest she is one of the greats.	NOT
     ;) Keep An Eye Out	NOT
 Your shabby self and your traitor buddy BO....Gave us #MAGA....stupid your just stupid.	OFF
 Why don't jes get a job at cnn ! Cause I will not watch her when she is on !!!	NOT
 Idk by comparison he is the least liked or atleast that's what I've seen but hey I'm probably wrong	NOT
. Liberals are steamrolling #TPP through Parliament without proper debate. Why are the Liberals hell-bent on killing Canadian manufacturing jobs? #cdnpoli URL	OFF
Getting ready to Disavow some toxic backlinks... THANK YOU #BING! #USA🇺🇸 #MAGA #USA	NOT
  YES BITCH	OFF
 Just PM you the 1st part of the debate for Sunday on Gun Control &amp; the 2nd adm	NOT
 When even readers of a liberal paper in effect liberals don't believe her accusations are credible. . .	OFF
 *REPLACES CHICKENS WITH GUN CONTROL* URL	OFF
14. On stan twitter i texted Steph this morning abt the Thing I just love how nice and kind she is she deserves the world	NOT
 This is like when shitty restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.	OFF
 Man that shit just got me hype like I was watchin it 18 years ago	OFF
 He is starting to tweet nonsense like Mango Mussolini	OFF
     Most people do not understand what an assault rifle is!  Makes their statements regarding gun control stupid!	OFF
 And the NYTimes Anonymous author he probably considers a saint.	NOT
  Me too!	NOT
     He is a malignant narcissist.	OFF
    She is on the march to match Kinscem.	NOT
   Thats the problem. He is not a slick talking politician	OFF
Good Job asshole!!!...You just killed your dad's chance of a get out of jail free card!!! #MAGA       URL	OFF
     Hmmmm what about the MEPs who we elect in the UK who attend the European Parliament to represent the UK?   It’s a framework under which we operate. We’re not the victim until we leave and are then subject to rules we don’t even control.  It’s a #BrexitShambles. Let’s stop it.	OFF
       FUCK yes now i have someone to pressure me to get into every pit that opens up	OFF
 Wow was he wearing his hood when he made that statement? And... antifa? Really?	NOT
 You are a true blessing	NOT
   Can you let him know?	NOT
          I met Mark. And he is amazing. He is just as sassy in real life as in the show.	OFF
 Total Bullshit	OFF
 And it’s always during active play! Sit your butt down people!	OFF
  Congress tried Secret Shah Bano strategy for #TripleTalaq. Then they openly took a position to appease Muslim conservatives for votes.  trying to confuse now about their position on it again for votes. PPL of India are smarter now to know their real reason!	NOT
  Smut straight from hell	OFF
  Or maybe to pay for their protests since Mnuchin shut that slush fund down. Probably going to pay for Antifa riots. Busing in people and weapons.	OFF
 She is a Republican hypocrite!	OFF
  You are so close.	NOT
 Approve on how to throw a fit get loud swing your arms around to try and get your way....	NOT
  and that is why he is trying to end Obamacare so that only a priveledged few can benifit.  But his tax cuts are killing us anyway. URL	NOT
 Goodell and my Lions both suck	OFF
     He is a disgrace	OFF
 Hint Call 1 800THEWHITEHOUSE	NOT
 By the looks of her face you can tell where they're pulling the numbers from	NOT
 I don't know what you are trying to say with that ahah	NOT
    Please don’t confuse liberals with facts🤣🤣🤣🤣	NOT
 Eric Holder should step away from the microphone.	NOT
  i dont think moral psychology can fix the core problem. and using the David Brooks model to pander to the right wont fool them for long. URL i think the right embracing fascism to survive is a very real possibility	NOT
 She is a war criminal. By the Nuremberg standard Clinton and every other SoS and Pres should be behind bars.	NOT
 you are a racist fake site of fake profiles with fake pictures of scammers who block you. also you delete accounts for no reason and block emails for customer service. same fake people on by the hour. all date sites are fake who create the profiles themselves.	OFF
  Thank u..	NOT
  Gun control is not the answer.	NOT
 #1standLast I believe  just asked Vontae Davis if he is going to play another game this season.   URL via 	NOT
                 Like a gazelle fleeing an antifa mob?	NOT
 I hope so. That Tana girl fucks anything lol	OFF
     Thank God they ban conservatives on social media.	NOT
   Because neither have shown anything to suggest they are worthy replacements. In Tevagas case he is an undersized lock with poor dummy half service who severely hurts team go-forward and Roache has not strung any number of games together without injury. Pay Luke.	NOT
 Love how fat they all are while chowing down on cake and cookies. That's the future liberals want.	OFF
          He's not wrong!	NOT
   I want gun control as a student but as a person of color i have to keep myself armed i will be taking gun lessons away from the nra because i know how despicable and evil they are. I wish there was a simple answer to guns. Gun control doesn’t work when we are a checker board.	NOT
 Dream on!	NOT
"         Their old slogan was Make a Run For the Border"". Doesn't get more #antifa than that, comrade."""	NOT
 She is ordinary I didn't watch it Cannot stand her BTW m8 What did she do this time	NOT
 And trending is the comment “can we start with Rosie”	NOT
    is not a difficult woman she is a far left leaning bitch. She has no place in unbiased commentary on any platform. Get rid of her.	OFF
" There are reports Cuomo reached deep into his campaign war chest."" He is definitely spending a lot more this time around. $7.5 million in August on tv ads alone. Nixon spent just over $606,000 during the same period. Turn out seems like it'll be higher than usual. Another sign"""	NOT
 Antifa is Israel's thug squad in America	OFF
 Yes she is...	NOT
1. 2 protect Trumpie. 2. 2 increase presidential powers. 3. 2 kill Roe v. Wade. 4. 2 limit voting rights. 5. 2 weaken gun control. 6. 2 deal with religious liberty. Congress is not an august body. They lost that moniker when they went whole hog 4 Trumpism. URL	OFF
   What exactly do you call gun control?	NOT
" For me superman has to be morally superior no matter what (excluding maybe the love interest 😂).. he is the pure good"" and ""nice"" yet still superior... I didn't see that. 🤷🏼‍♀️ it disappointed me. 😭"""	NOT
  We should meet her face to face! She won't be speaking like that much longer. She is a horrid person! Somebody will teach her that you reap what you sow. She will find out the hard way. She is just UGLY inside!!! FUBAR!	OFF
 Bono can go away now the 90s are over you sick now	OFF
 Go back to N. Vietnam.	NOT
 Hell no#MAGA 🇺🇸🇺🇸🇺🇸🇺🇸	NOT
 Europeans are morons for electing people like this	OFF
         Dude your sister rocks and you should be ashamed never go against the family! it shows you are a little man.	NOT
Also I do not support antifa in any way. Using violence or intimidation for a political message is the definition of terrorism. Regardless of someone’s beliefs you should not incite violence on people over the belief and they should not do so over you.	NOT
 Sweet Lawd she is beautiful	NOT
 If he survived he obviously doesnt know anything about gun control. Are we sure he is a lib?	NOT
  Liberals defend Islam yet know little to nothing about the ideology. As a middle eastern Christian I pay close attention to what the Muslim people are up to.	NOT
     I'am pretty sure for the 100th time I told you   ALL POLITICS TO THE SIDE  Not my fault Cale is a Sexual Predator and Jill committed Stolen Valor by stealing someone else Military Pictures saying it was her Son  I could care less if they are Antifa or Proud Boys who came and 1/2	NOT
 And I meant gun control ! Lol and oops !	NOT
 Congratulations    for putting the NFL into the toilet.	OFF
 She is a drama queen she pulled the feel sorry for me card too because she is now a  ‘working’ mom...give me a break	OFF
     Chicago has strict gun control laws but the highest gun violence rate Detroit was owened by Unions and is now bankrupt Cali has the second highest welfare rate and is now the homeless capital of the developed world.	OFF
  You are 20X the trader I am lol I’m screwed but I have a tight stop. I’ll let it ride!	OFF
 He's still around?	NOT
60 and hopeful to someday meet a classy gal that I can talk to about MAGA and WWG1WGA!  Have yet to find!  Having way to much fun now not to share :-) URL	NOT
   Antifa?  Lol. Really stretching there. Hee hee. He’s going down for obstruction of justice too.	NOT
 Time for Canadians to let all liberals if no Trade deal in two months no vote for any liberal MP! Make that our red line. It  makes NO sense Trump has been able to secure Trade Deals around the world but Canada! Obvious to anyone with a Brain failure is Trudeau! He has failed!	OFF
7Y/O: do you think I could jump that?   *gestures to a dead raccoon on road*   Me: probably.   7Y/O successful jumps raccoon with her bike and I’m super happy that she is kind of dead inside like me.	NOT
   If you think billionaires are truly liberal than you are the fool. They are playing their part in public but if they were truly Liberals homelessness would end. You are being played like a fiddle	NOT
  Keith did you talk about ANTIFA &amp; your support? URL	NOT
 The more this woman talks the more stupid she becomes. #TermLimits #Liberals	OFF
 have you come across the wonderful  She is also doing great things for inclusion.	NOT
 This is ridiculous...UNBELIEVABLE !!! So this fine young man is now dead because of a stupid reason .... come on !!!!! Gun control is the solution y'all so many innocent people got killed because of guns😡😡😡 This has to stop	OFF
 Nope. I won’t trade him he is to much fun. Plus we can’t spell HOPE without him	NOT
 Hollywood is packed with pedophiles	OFF
"   No, we Conservatives have NOT.  It's smoken' mirrors by Establishmnt Dems who are inbred, demon possessed &amp; controlled by LUCIFER (father of lies"") through Soros/Obama/Clinton ET AL @ this juncture in history.  #ReversePCism is KEY &amp; rebuke them ALL in the name of Jesus!!! #KAG!"""	NOT
  Only if she is to remarry does it stop.	NOT
 conservatives believe all persons of color are a priori guilty of crimes therefore when PoC are denied their rights in extrajudicial killings no conservative EVER questions the killing.	OFF
 He is a very funny man isn't he.  I suspect even he doesn't really believe this.	NOT
 Don’t talk shit about 48 laws	OFF
 Holder has a perverted view of the law. Not surprising since he is a Democrat.	OFF
 Is that federal investigation group by chance Chinese? A congressional aid? Please respond Senator as a constituent is wanting disclosure. You are accountable for all you do and say. Do not contribute to any form of collusion. Obey the law.	NOT
" Here is an alternative way to look at it  ""Conservatives less successful following simple instruction on an application form"""""	NOT
  Just leave it. There's not point to this. The only ones who will win this war of words are raytas/ liberals/ dravidanadu-vallahs and other secessionists.	NOT
   Republicans should make stand and demand proofs of any allegations by liberals.  Country has wasted too much time investigating back to back false allegations by liberals.  It has not left us any time to investigate their corruptions.	NOT
 Can somebody please put him back in his coffin.	OFF
 But they’re still the number one Fake News Network.	OFF
 Aw what? That's devastating.  Hope you are ok.   I love you Biter	NOT
 oh yeah i’m down if you are	NOT
   . #Hypocrisy to see so called conservatives call out supposed sexual deviancy when just about every sexual political scandal in recent memory involves Republicans and it's really #homophobia #RoyMoore #Kavanaugh #JimJordan #MarkFoley #BobPackwood #ClarenceThomas #DonaldTrump	OFF
 He and Obama... Can't stand em.	NOT
      So she is desecrating graves with the best intentions no wonder Jeremy wants her speaking. he wants Jewish membership to know exactly what he thinks of them.  I reiterate an absolute shit of a human being no offence to EWA.	NOT
  Trump’s new position on gun control is starting to look a lot like the NRA’s URL via 	NOT
   I sat during the Levi's commercial so they know that i don't support their gun control stance	NOT
 Chuck is too old to play their games. He is going forward.	NOT
 He is painter👍😍😍😍😎😎😎👌	NOT
 Happy birthday sweetie!!! Hope your day is as awesome as you are!!!	NOT
   He's one of those types who has no time (he's a senior partner at a law firm). The issues don't prevent him from driving the vehicle. They're simply annoying. But I do believe that he is taking the car in next month.	NOT
 shut the fuck upppp kliff i'm bigger than you and gayer than you so don't try any shit	OFF
20 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL	OFF
 btw haven't heard about ANTIFA lately since Soros ran off without paying them after their violent riots across the US	NOT
